title,stars
Room,"Kyle Henry, |, Stars:, Cyndi Williams, Kenneth Wayne Bradley, Alex Kiester, Hannah Nicolas"
Sun Belt Express,"Evan Buxbaum, |, Stars:, Brett Aresco, Oscar Avila, Robert Buxbaum, Arturo Castro"
Heebie Jeebies,"Thomas L. Callaway, |, Stars:, Robert Belushi, Cathy Shim, Michael Badalucco, Lucille Soong"
My Little Pony: Equestria Girls - Friendship Games,"Ishi Rudell, Jayson Thiessen, |, Stars:, Tara Strong, Rebecca Shoichet, Ashleigh Ball, Andrea Libman"
Sop Dek 2002,"Poj Arnon, |, Stars:, Somchai Kemglad, Pitchanart Sakakorn, Shinaradee Anupongpichart, Chudapha Chanthakhet"
Def Comedy Jam 25,"Louis J. Horvitz, |, Stars:, Dave Chappelle, Tiffany Haddish, Steve Harvey, Bill Bellamy"
Ever After High: Dragon Games,"Harold Harris, Stuart Shankly, Dan Fraga, Audu Paden, |, Stars:, Lindsay Ames, Valerie Arem, Malcolm Danare, Erin Fitzgerald"
Chasing Beauty,"Brent Huff, |, Stars:, Kelly Anderson, Jo Baker, William Barney, Dawn Ann Billings"
The Underclass,"Nannaphas Loetnamchoetsakun, Praewa Suthamphong, Tanutchai Wijitwongthong, Sumitra Duangkaew"
Kevin James: Sweat the Small Stuff,"Paul Miller, |, Star:, Kevin James"
Michael Che: Shame the Devil,"Kristian Mercado, |, Star:, Michael Che"
Jeremy Scott: The People's Designer,"Vlad Yudin, |, Stars:, Jeremy Scott, Devon Aoki, Eva Chen, Miley Cyrus"
Rory Scovel Tries Stand-Up for the First Time,"Scott Moran, |, Stars:, Rory Scovel, Jack White, Ben Swank, Ben Kronberg"
No Estoy Loca,"Nicolás López, |, Stars:, Paz Bascuñán, Marcial Tagle, Antonia Zegers, Carolina Paulsen"
Maz Jobrani: Immigrant,"Maz Jobrani, |, Star:, Maz Jobrani"
The Hurt Business,"Vlad Yudin, |, Stars:, Luke Adams, Ben Askren, Josh Barnett, Charles Bernick"
Killswitch,"Ali Akbarzadeh, |, Stars:, Lawrence Lessig, Tim Wu, Peter Ludlow"
Space Racers,"Rick Zieff, Joey D'Auria, Yuri Lowenthal, Phil Lollar"
Patton Oswalt: Annihilation,"Bobcat Goldthwait, |, Star:, Patton Oswalt"
Russell Howard: Recalibrate,"Russell Howard, |, Star:, Russell Howard"
Flowering Heart,"Nancy Kim, Jacqueline Youn, Dami Lee, Anna Paik"
Bill Hicks: Sane Man,"Kevin Booth, David Johndrow, |, Star:, Bill Hicks"
Shaolin Martial Arts,"Cheh Chang, |, Stars:, Sheng Fu, Kuan-Chun Chi, Yi Ling Chen, Chia-Hui Liu"
Clash of the Dinosaurs,"Jason Hildebrandt, Robert Bakker, Thomas Holtz, Peter L. Larson"
Revenge of the Electric Car,"Chris Paine, |, Stars:, Tim Robbins, Dan Neil, Danny DeVito, Ray Wert"
The Silence,"Gajendra Ahire, |, Stars:, Sonam Arora, Mugdha Chaphekar, Mihiresh Joshi, Kadambari Kadam"
Whitney Cummings: Money Shot,"John Fortenberry, |, Star:, Whitney Cummings"
Kulari ke Pantai,"Riri Riza, |, Stars:, Maisha Kanna, Lil'li Latisha, Marsha Timothy, Varun Tandjung"
Sisters on Track,"Tone Grøttjord-Glenne, Corinne van der Borch, |, Stars:, Rainn Sheppard, Brooke Sheppard, Tai Sheppard"
"The Rolling Stones Olé, Olé, Olé!: A Trip Across Latin America","Paul Dugdale, |, Stars:, Mick Jagger, Keith Richards, Charlie Watts, Ronnie Wood"
Upin & Ipin,"Nur Fathiah Diaz, Muhammad Fareez Daniel Bin Sharabuddin, Ida Rahayu, Tang Ying Sowk"
Angèle,"Sébastien Rensonnet, Brice Vdh, |, Stars:, Angèle, Dua Lipa"
Shuddhi,"Adarsh Eshwarappa, |, Stars:, Lauren Spartano, Niveditha, Amrutha Karagada, Niranjan Bopanna"
The Remix: Hip Hop X Fashion,"Lisa Cortes, Farah Khalid, |, Stars:, Mary J. Blige, Dapper Dan, Misa Hylton-Brim, Kerby Jean-Raymond"
Anjelah Johnson: Not Fancy,"Jay Karas, |, Star:, Anjelah Johnson-Reyes"
Blue,"Ryan Miningham, |, Stars:, Don Wallace, Keith David, Daya Vaidya, Henry G. Sanders"
Franco Escamilla: Por la anécdota,"Ulises Valencia, |, Star:, Franco Escamilla"
Marlon Wayans: Woke-ish,"Marcus Raboy, |, Stars:, Marlon Wayans, Diana Hernandez"
Jim Gaffigan: Cinco,"Jeannie Gaffigan, |, Stars:, Jim Gaffigan, Marre Gaffigan, Katie Gaffigan, Jack Gaffigan"
A StoryBots Christmas,"Jeff Gill, Evan Spiridellis, |, Stars:, Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill"
Western,"Bill Ross IV, Turner Ross, |, Stars:, Chad Foster, Brylyn Wall, Martín Wall"
Buddi,"Greta Jameson, Clementine Laikin, Felix Laikin, Ralf Jameson"
Maroon,"Pulkit, |, Stars:, Devyani Cm, Manav Kaul, Saurabh Sachdeva, Sarika Singh"
Sex: My British Job,"Nick Broomfield, |, Stars:, Nick Broomfield, Hsiao-Hung Pai"
Michelle Wolf: Joke Show,"Lance Bangs, |, Star:, Michelle Wolf"
M Cream,"Agneya Singh, Aban Raza, |, Stars:, Tom Alter, Raaghavv Chanana, Ira Dubey, Lushin Dubey"
The Apostate,"Federico Veiroj, |, Stars:, Álvaro Ogalla, Marta Larralde, Bárbara Lennie, Vicky Peña"
Sam Kinison: Breaking the Rules,"Walter C. Miller, |, Stars:, Sam Kinison, Florence Marie Marney, Denise Gallup, Dian Gallup"
Kung Fu Elliot,"Matthew Bauckman, Jaret Belliveau, |, Star:, Elliot Scott"
Marc Maron: Thinky Pain,"Lance Bangs, |, Stars:, Marc Maron, Sam Lipsyte, Tom Scharpling"
Pacific Heat,"Santo Cilauro, Tom Gleisner, Rebecca Massey, Lucia Mastrantone"
Lavell Crawford: Can a Brother Get Some Love,"Michael Drumm, |, Stars:, Lavell Crawford, Kareem Taylor"
"Devil's Backbone, Texas","Jake Wade Wall, |, Stars:, Avery Atchley, Savannah Atchley, Marilyn Baxter, Michaela Beach"
Yuri Marçal: Honest Mistake,"Riccardo Melchiades, Fabio Ock, |, Star:, Yuri Marçal"
Iliza Shlesinger: Freezing Hot,"Ryan Polito, |, Star:, Iliza Shlesinger"
The Magic School Bus Rides Again: Kids in Space,"Richard Weston, |, Stars:, Kate McKinnon, Matthew Mucci, Mikaela Blake, Gabby Clarke"
Demetri Martin: Live (At the Time),"Jay Karas, |, Star:, Demetri Martin"
A Million Colours,"Peter Bishai, |, Stars:, Wandile Molebatsi, Jason Hartman, Masello Motana, Stelio Savante"
A Yellow Bird,"K Rajagopal, |, Stars:, Sivakumar Palakrishnan, Lu Huang, Seema Biswas, Udaya Soundari"
Kicking It,"Susan Koch, Jeff Werner, |, Stars:, Colin Farrell, Brandon Francis"
The True Story of Alexander the Great,"Jim Lindsay, |, Stars:, Peter Woodward, Rafael Ferrer, Michael Cardelle, Frantz Widmaier"
Home: For the Holidays,"Blake Lemons, |, Stars:, Kelly Clarkson, Ryan Crego, Rachel Crow, Kelly Donohue"
Franco Escamilla: Bienvenido al Mundo,"Ulises Valencia, |, Star:, Franco Escamilla"
Gore Vidal: The United States of Amnesia,"Nicholas D. Wrathall, |, Stars:, Gore Vidal, Howard Auster, James Best, Karen Black"
Sam Jay: 3 in the Morning,"Kristian Mercado, |, Star:, Sam Jay"
Chris D'Elia: Incorrigible,"Bill D'Elia, |, Star:, Chris D'Elia"
After Trek,"Matt Mira, Sonequa Martin-Green, Aaron Harberts, Doug Jones"
Katherine Ryan: In Trouble,"Colin Dench, |, Star:, Katherine Ryan"
Cops and Robbers,"Arnon Manor, Timothy Ware-Hill, |, Star:, Timothy Ware-Hill"
Filthy Gorgeous: The Bob Guccione Story,"Barry Avrich, |, Stars:, Patrice Adcroft, Audrey Arnold, Peter Bloch, Joe Brooks"
Making the Boys,"Crayton Robey, |, Stars:, Edward Albee, Joe Allen, Matt Baney, David Carter"
Hakyu Hoshin Engi,"Josh Grelle, Tyler Walker, J. Michael Tatum, Aaron Dismuke"
Jeff Dunham: Unhinged in Hollywood,"Michael Simon, Matthew McNeil, |, Stars:, Jeff Dunham, Chuck Liddell, Brad Paisley, Chris Parnell"
The Comedians of Comedy,"Michael Blieden, |, Stars:, Patton Oswalt, Brian Posehn, Maria Bamford, Zach Galifianakis"
The Art Star and the Sudanese Twins,"Pietra Brettkelly, |, Stars:, Matthu Placek, Vanessa Beecroft, Jeffrey Deitch, Greg Durkin"
Defcon 2012,"R. Christian Anderson, |, Stars:, Shy Pilgreen, Dan Gruenberg, Brian Neil Hoff, Thema Johannsen"
Burt's Buzz,"Jody Shapiro, |, Star:, Burt Shavitz"
"Yours Sincerely, Kanan Gill","Neville Shah, |, Star:, Kanan Gill"
Fallen,"Thomas Marchese, |, Star:, Michael Chiklis"
Hank: 5 Years from the Brink,"Joe Berlinger, |, Stars:, Henry Paulson, Wendy Paulson"
The Love Section,"Ronnie Warner, |, Stars:, Mekhi Phifer, Lawrence B. Adisa, Brian Hooks, Davetta Sherwood"
Abla Fahita: Drama Queen,"Caro, Abla Fahita, Nick Shakoour, Nadia Hamzeh"
Judd Apatow: The Return,"Marcus Raboy, |, Star:, Judd Apatow"
Resistance,Michael Graziano
Flip a Coin -ONE OK ROCK Documentary-,"Naoto Amazutsumi, |, Stars:, Tomoya Kanki, Ryota Kohama, Takahiro Moriuchi, One Ok Rock"
Time Sweep,"Victor Postiglione, |, Stars:, Luis Luque, Guillermo Pfening, María Nela Sinisterra"
Colin Quinn: The New York Story,"Jerry Seinfeld, |, Star:, Colin Quinn"
Web Junkie,"Hilla Medalia, Shosh Shlam, |, Star:, Ran Tao"
The Good Road,"Gyan Correa, |, Stars:, Ajay Gehi, Sonali Kulkarni, Shamji Dhana Kerasia, Priyank Upadhyay"
Delirium,"Carlos Kaimakamian Carrau, |, Stars:, Ramiro Archain, Emiliano Carrazzone, Miguel Di Lemme, Ricardo Darín"
Live at the Foxes Den,"Michael Kristoff, |, Stars:, Jackson Rathbone, Jack Holmes, Jocelin Donahue, Elliott Gould"
Jim Norton: Mouthful of Shame,"Shannon Hartman, |, Stars:, Jim Norton, Louis C.K., Robert De Niro, Ricky Gervais"
Michael Che Matters,"Oz Rodriguez, |, Stars:, Michael Che, Cipha Sounds, Jeremy Gaddie, Jeff Motley"
Talak 3,"Ismail Basbeth, Hanung Bramantyo, |, Stars:, Laudya Cynthia Bella, Reza Rahadian, Vino G. Bastian, Sitoresmi Prabuningrat"
Monster Math Squad,"Julie Sype, Jenna Warren, Annick Obonsawin, Cory Doran"
Michelle Buteau: Welcome to Buteaupia,"Page Hurwitz, |, Star:, Michelle Buteau"
Blue Gold: American Jeans,"Christian D. Bruun, |, Stars:, Edward Burns, Adriano Goldschmied, Eric Schrader, Tommy Hilfiger"
Prehistoric,"Neil Stuke, Bray Poor, Robert Bakker, Andrew Farke"
Colin Quinn: Red State Blue State,"Bobby Moresco, |, Star:, Colin Quinn"
Kayko and Kokosh,"Artur Pontek, Michal Piela, Grzegorz Pawlak, Jacek Kopczynski"
Thiago Ventura: Pokas,"Joana Mazzucchelli, Fabio Ock, |, Stars:, Thiago Ventura, Patrick Maia"
The Break with Michelle Wolf,"Michelle Wolf, D.J. Jer-z, Michael Hartney, Amber Ruffin"
The Irishman: In Conversation,"Robert De Niro, Al Pacino, Joe Pesci, Martin Scorsese"
Blood Brother,"Steve Hoover, |, Stars:, Rocky Braat, Steve Hoover, Anitha, Devi"
A Field Full of Secrets,"Charles Maxwell, |, Stars:, Colin Andrews, Francine Blake, Tim Carson, Will Carson"
Walking on Water,"Tony Ayres, |, Stars:, Vince Colosimo, Maria Theodorakis, Nathaniel Dean, Judi Farr"
Suzumiya Haruhi chan no yûutsu,"Minori Chihara, Tomokazu Sugita, Aya Hirano, Yûko Gotô"
Bottled Life: Nestle's Business with Water,"Urs Schnell, |, Stars:, Peter Brabeck, Res Gehriger, Hanspeter Müller"
Otto the Rhino,"Kenneth Kainz, |, Stars:, Nikolai Aamand, Noah Crone Back, Lars Brygmann, Kaya Brüel"
Chadwick Boseman: Portrait of an Artist,"Awol Erizku, |, Stars:, Chadwick Boseman, Viola Davis, Danai Gurira, Spike Lee"
Jack Whitehall: At Large,"Brian Klein, |, Stars:, Jack Whitehall, Jessica Louise Parkinson"
Wind Blast,"Qunshu Gao, |, Stars:, Yihong Duan, Dahong Ni, Jing Wu, Li Zhang"
The Final Year,"Greg Barker, |, Stars:, Ben Rhodes, Samantha Power, John Kerry, Susan Rice"
Afonso Padilha: Classless,"Rudge Campos, Junior Carelli, |, Star:, Afonso Padilha"
Yowis Ben 3,"Fajar Nugros, Bayu Skak, |, Stars:, Bayu Skak, Joshua Suherman, Brandon Salim, Tutus Thomson"
Oriented,"Jake Witzenfeld, |, Stars:, Khader Abu Seif, Fadi Daeem, Naeem Jiryes, David Pearl"
Professor Mack,"Christopher Nolen, |, Stars:, Amin Joseph, Erica Hubbard, Robert Christopher Riley, Timon Kyle Durrett"
Feo pero Sabroso,"Fernando Ayllón, Jose Manuel Ospina, |, Stars:, Iván Marín, Lina Cardona, Carlos Barbosa, Ana Cristina Botero"
Mike Epps: Only One Mike,"Kevin Bray, |, Star:, Mike Epps"
Todd Barry: Spicy Honey,"Jay Chapman, |, Star:, Todd Barry"
Beautiful Sunday,"Kwang-kyo Jin, |, Stars:, Oh Jeong-Se, Min Ji-Hye, Lee Ki-young, Dong-hwa Kim"
My Own Man,David Sampliner
Swearnet Live,"Mike Smith, John Paul Tremblay, Robb Wells, Jeremy Harty, Gary Howsam, |, Stars:, John Paul Tremblay, Robb Wells, Mike Smith, Patrick Roach"
Emergency,
Kenny Sebastian: The Most Interesting Person in the Room,"Angshuman Ghosh, Neville Shah, |, Star:, Kenneth Sebastian"
Danny Says,"Brendan Toller, |, Stars:, Mx Justin Vivian Bond, John Cale, Judy Collins, Alice Cooper"
Craig Ferguson: Tickle Fight,"Jay Chapman, |, Star:, Craig Ferguson"
Hannibal Buress: Comedy Camisado,"Lance Bangs, |, Stars:, Hannibal Buress, Al Jackson, Dan Steinhaus, Tony Trimm"
Shaka Inkosi YamaKhosi,"Manzini Zungu, |, Stars:, Ayanda Borotho, Mr. Boy, Lillian Dube, Mbulelo Hlazo"
The Testimony,Vanessa Block
Tiffany Haddish: She Ready! From the Hood to Hollywood,"Chris Robinson, |, Star:, Tiffany Haddish"
Sugar High,"Ariel Boles, |, Stars:, Hunter March, Jackie Sorkin, Rebecca DeAngelis, Stéphane Tréand"
Louder Than a Bomb,"Greg Jacobs, Jon Siskel, |, Stars:, Kevin Coval, Adam Gottlieb, Elizabeth Graf, Kevin Harris"
Shine Your Eyes,"Matias Mariani, |, Stars:, O.C. Ukeje, Indira Nascimento, Chukwudi Iwuji, Oula Alsaghir"
Aluna,"Alan Ereira, |, Stars:, Mama Manuel Coronado, Alan Ereira, Francisca Zarabata, Mama Shibulata Zarabata"
Hurricane of Fun: The Making of Wet Hot,"Amy Rice, |, Stars:, Elizabeth Banks, Michael Ian Black, Bradley Cooper, Janeane Garofalo"
Tim Minchin and the Heritage Orchestra,"Matt Askem, |, Stars:, Tim Minchin, Jules Buckley, Pete Clements, Brad Webb"
Milea,"Pidi Baiq, Fajar Bustomi, |, Stars:, Iqbaal Dhiafakhri Ramadhan, Vanesha Prescilla, Ira Wibowo, Bucek Depp"
Wanderlust,"Shari Springer Berman, Robert Pulcini, |, Stars:, Allison Anders, Jeanine Basinger, Robert Benton, Karen Black"
Diário de um Exorcista - Zero,"Renato Siqueira, |, Stars:, Renato Siqueira, Fábio Tomasini, Diego Andrade, Adriano Arbol"
Baggage,"Stephen Polk, |, Stars:, Barry Bostwick, Cheryl Ladd, Julia Sobaski, Stephen Polk"
The Boys in the Band: Something Personal,"Joel Kazuo Knoernschild, |, Stars:, Matt Bomer, Charlie Carver, Mart Crowley, Robin de Jesus"
Men at Lunch,"Seán Ó Cualáin, |, Stars:, Fionnula Flanagan, Peter Quinn, Ric Burns, Christine Roussel"
Urzila Carlson: Overqualified Loser,"Hayden Guppy, |, Star:, Urzila Carlson"
Oprah Winfrey Presents: When They See Us Now,"Mark Ritchie, |, Stars:, Asante Blackk, Ava DuVernay, Caleel Harris, Ethan Herisse"
The Doll Master,"Steven M. Smith, |, Stars:, Tony Fadil, Ella Stockton, Sarah Rose Denton, Tiffany-Ellen Robinson"
Vir Das: Losing It,"Marcus Raboy, |, Star:, Vir Das"
Hard Tide,"Robert Osman, Nathanael Wiseman, |, Stars:, Nathanael Wiseman, Alexandra Newick, Mem Ferda, Oliver Stark"
Indie Game: Life After,"Lisanne Pajot, James Swirsky, |, Stars:, Jonathan Blow, Phil Fish, Edmund McMillen, Tommy Refenes"
Red Trees,"Marina Willer, |, Stars:, Alfred Willer, Tim Pigott-Smith, Flora Fanelli, Alfie Watson"
Joe Mande's Award-Winning Comedy Special,"Daniel Gray Longino, |, Stars:, Joe Mande, Bo Burnham, Ron Funches, Blake Griffin"
Pierre Jackson,"Christopher Nolen, |, Stars:, Trae Ireland, Chrystee Pharris, Brian Hooks, Dawn Halfkenny"
Sounding the Alarm: Battling the Autism Epidemic,"John Block, |, Stars:, Stephen Kanne, James Lankford, Kent Martling, Christopher McDougle"
Vir Das: Abroad Understanding,"Marcus Raboy, |, Star:, Vir Das"
Alien Secrets,"Joseph John Barmettler, |, Stars:, Brandon Scott, Spike Steingasser, Tracy Erickson, Hallie Bird"
God Loves Uganda,Roger Ross Williams
Red Sea 4K,"Ekrem Engizek, Timo Joh. Mayer, |, Star:, Michael Diekmann"
Cristela Alonzo: Lower Classy,"Marcus Raboy, |, Star:, Cristela Alonzo"
An Unremarkable Christmas,"Juan Camilo Pinzon, |, Stars:, Luis Eduardo Arango, Julián Cerati, Aura Cristina Geithner, Mariana Gómez"
Pink: Staying True,"Sonia Anderson, |, Stars:, Adele, Christina Aguilera, Kristy Allison, Beyoncé"
Capital C,"Timon Birkhofer, Jørg M. Kundinger, |, Stars:, Zach Crain, Brian Fargo, Jackson Robinson"
Aziz Ansari: Buried Alive,"Will Lovelace, Dylan Southern, |, Star:, Aziz Ansari"
GIMS: On the Record,"Florent Bodin, |, Stars:, Chaz Hodges, Lorene Chesley, Maître Gims, Randolph Thompson"
The Sam Kinison Family Entertainment Hour,"Walter C. Miller, |, Stars:, Sam Kinison, Arthur Eckdahl, Randy Hansen, Paul Henderson"
Doug Stanhope: Beer Hall Putsch,"Jay Karas, |, Stars:, Doug Stanhope, Andy Andrist, Kristine Levine"
Anthony Joshua: The Road to Klitschko,"Tim MacKenzie-Smith, |, Stars:, Noel Clarke, Anthony Joshua"
Maria Bamford: Old Baby,"Jessica Yu, |, Stars:, Maria Bamford, River Butcher, Alex Blue Davis, Melinda Hill"
Tom Papa: Live in New York City,"Rob Zombie, |, Stars:, Max Macguire, Rick Crom, Skippy D, Annette Fox"
Parrot Sketch Not Included: Twenty Years of Monty Python,"Ian MacNaughton, |, Stars:, Steve Martin, Graham Chapman, John Cleese, Terry Gilliam"
Aziz Ansari Live in Madison Square Garden,"Aziz Ansari, Patrick Cotnoir"
Little Hope Was Arson,"Theo Love, |, Stars:, David Mahfood, Peggy Mahfood, Bill Parr, Lee Richards"
Queen of Carthage,"Mardana M. Mayginnes, |, Stars:, Shiloh Fernandez, Keisha Castle-Hughes, Graham Candy, Amanda Tito"
Turn It Up!,"Robert Radler, |, Stars:, Johnny A., Russell Ali, Kevin Bacon, Jeffrey Baxter"
Fight Church,"Daniel Junge, Bryan Storkel, |, Stars:, Paul Burress, John Renken, Nahshon Nicks, Preston Hocker"
Nexus,"Neil Coombs, |, Stars:, Grace Kosaka, Andrew Kraulis, Jefferson Mappin, Nick Alachiotis"
"Michela Giraud: The Truth, I Swear!","Vittorio Antonacci, |, Star:, Michela Giraud"
Moving Art: Deserts,Louie Schwartzberg
A Night for Dying Tigers,"Terry Miles, |, Stars:, Jennifer Beals, Gil Bellows, John Pyper-Ferguson, Leah Gibson"
ETXR,"Trevor Sands, |, Stars:, Samuel Hunt, Jeremy Luke, Levi Fiehler, Brianne Howey"
Kiko,"Sheylla Gonçalves, Victor Soares, Jo Pratta, Sani Oktania"
Tim Minchin So F**king Rock,"Matt Askem, |, Star:, Tim Minchin"
Littlest Pet Shop: A World of Our Own,"Diana Kaarina, Lili Beaudoin, Ingrid Nilson, Travis Turner"
Blood Cells,"Joseph Bull, Luke Seomore, |, Stars:, Jimmy Akingbola, Mohammed Ali, Olivia Bernstone, Silas Carson"
Emma' (Mother),"Riri Riza, |, Stars:, Cut Mini Theo, Christoffer Nelwan, Arman Dewarti, Jajang C. Noer"
Nick Thune: Folk Hero,Nick Thune
Westbrick Murders,"Shaun Rana, |, Stars:, Sami Darr, Anna Bård, Ian Burns, Vernon Wells"
Private Network: Who Killed Manuel Buendía?,"Manuel Alcalá, |, Star:, Daniel Giménez Cacho"
Bill Cosby: Far from Finished,"Robert Townsend, |, Stars:, Bill Cosby, Deana J. Becker, Stephanie Stallaing, Darryl M. Bell"
The School of Mischief,"Houssam El-Din Mustafa, |, Stars:, Mervat Amin, Nour El-Sherif, Mohamed Awad, George Sidhum"
The Search for Life in Space,"Steve Amezdroz, |, Stars:, Lisa Kaltenegger, Malcolm McDowell, Carl Sagan"
Dragons: Rescue Riders: Huttsgalor Holiday,"Greg Rankin, T.J. Sullivan, |, Stars:, Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu"
Soy Rada: Serendipity,"Pablo Faro, |, Star:, Mago Radagast"
Burning Daylight,"Sanzhar Sultan, |, Stars:, Robert Knepper, Paul Calderon, Adrian Cowan, Sanzhar Sultan"
Colin Quinn: Unconstitutional,"Jay Chapman, |, Star:, Colin Quinn"
Imprisoned,"Esteban Ramírez, |, Stars:, Natalia Arias, Leynar Gomez, Daniel Marin, Alejandro Aguilar"
The Meaning of Monty Python,"Albert Sharpe, |, Stars:, John Cleese, Terry Gilliam, Eric Idle, Terry Jones"
Big in Bollywood,"Bill Bowles, Kenny Meehan, |, Stars:, Omi Vaidya, Vidhu Vinod Chopra, Kevin Desmond, Rajkumar Hirani"
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),"Lance Bangs, |, Stars:, Jen Kirkman, Kelly Patton, Wilder S. Patton, Carol Hickey"
Alien Contact: Outer Space,"J. Michael Long, |, Stars:, J. Michael Long, Bill Mecca, Philip Gardiner, O.H. Krill"
Nfinity Champions League Cheerleading Event,"Mark Robert Ellis, |, Stars:, Tate Chalk, Tyler Burdick, Ron Perlman, Robert Scianna"
Mike Epps: Don't Take It Personal,"L. Frazier, |, Star:, Mike Epps"
Finding Home,"Derek Hammeke, |, Star:, Stephanie Freed"
Dave Attell: Road Work,"Scott Gawlik, |, Star:, Dave Attell"
The Improv: 50 Years Behind the Brick Wall,"Budd Friedman, Judd Apatow, Dave Attell, Richard Belzer"
Patton Oswalt: My Weakness Is Strong,"Jason Woliner, |, Star:, Patton Oswalt"
Moving Art: Flowers,Louie Schwartzberg
Huntin' Buddies,"Wayne Berry, |, Stars:, Tom Lester, Mel Tillis, Tim Conway, Gary Ray Moore"
TED: The Future We Will Create,"Steven Latham, Daphne Zuniga, |, Stars:, Daphne Zuniga, Al Gore, Lawrence Bender, Chris Anderson"
Hate by Dani Rovira,"Mario Briongos, |, Star:, Dani Rovira"
Flip a Coin,"David Flamholc, |, Stars:, Max Fraser, Eglantine Rembauville-Nicolle, Staten Cousins Roe, Francisco Labbe"
Valhalla,"Ben Sturgulewski, Nick Waggoner, |, Stars:, Cody Barnhill, Casey Ogle, Sierra Quitiquit, Alex Monot"
Agustín Aristarán: Soy Rada,"Mariano Baez, |, Star:, Mago Radagast"
Moving Art: Forests,Louie Schwartzberg
Decoding Deepak,"Gotham Chopra, |, Stars:, Deepak Chopra, Gotham Chopra"
Simply Actors,"Hing-Ka Chan, Patrick Leung, |, Stars:, Sui-man Chim, Charlene Choi, Fai-Hung Chan, Fruit Chan"
Love like the Falling Rain,"Lasja Fauzia, |, Stars:, Jefri Nichol, Aurora Ribero, Axel Matthew Thomas, Nadya Arina"
Craig Ferguson: I'm Here to Help,"Jay Chapman, |, Star:, Craig Ferguson"
Maria Bamford: The Special Special Special!,"Jordan Brady, |, Stars:, Maria Bamford, Joel Bamford, Marilyn Bamford, Wayne Federman"
Sofía Niño de Rivera: Selección natural,"Raúl Campos, Jan Suter, |, Star:, Sofia Niño de Rivera"
Gad Elmaleh: American Dream,"Michael Simon, |, Star:, Gad Elmaleh"
Arsenio Hall: Smart and Classy,"Brian Volk-Weiss, |, Star:, Arsenio Hall"
The Atomic States of America,"Don Argott, Sheena M. Joyce, |, Stars:, Michelle Catts, Kelly McMasters"
It's Not Over,"Andrew Jenks, |, Stars:, Paige Rawl, Lucky Mufundisi, Sarang Bhakre, Andrew Jenks"
Brasslands,"Alison Brockhouse, Bryan Chang, Sara Huneke, Meerkat Media Collective, Dara Messinger, Eric Phillips-Horst, Adam Pogoff, Zara Serabian-Arthur, Jay Arthur Sterrenberg, Jeffrey Sterrenberg, Karim Tabbaa, |, Stars:, Emerson Hawley, Dejan Petrovic"
